Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Eidos Interactive,0.12,0.04,0,0.01,0.17
Eidos Interactive,0.09,0.06,0,0.01,0.16
Eidos Interactive,0.07,0.06,0,0.02,0.15
Eidos Interactive,0.11,0.03,0,0.01,0.15
Eidos Interactive,0.1,0.03,0.01,0.01,0.14
Eidos Interactive,0,0,0.14,0,0.14
Eidos Interactive,0.12,0.01,0,0.01,0.14
Eidos Interactive,0.11,0.03,0,0.01,0.14
Eidos Interactive,0.07,0.05,0,0.02,0.14
Eidos Interactive,0.07,0.05,0,0.01,0.13
Eidos Interactive,0.1,0.03,0,0,0.13
Eidos Interactive,0.07,0.05,0,0.01,0.13
Eidos Interactive,0.1,0.03,0,0,0.13
Eidos Interactive,0.06,0.05,0,0.02,0.13
Eidos Interactive,0.11,0,0,0.01,0.12
Eidos Interactive,0.07,0.04,0,0.01,0.12
Eidos Interactive,0.09,0.03,0,0,0.12
Eidos Interactive,0.05,0.04,0,0.01,0.11
Eidos Interactive,0.08,0.02,0,0,0.11
Eidos Interactive,0.08,0.02,0,0,0.11
Eidos Interactive,0.1,0,0,0.01,0.11
Eidos Interactive,0.05,0.04,0,0.01,0.11
Eidos Interactive,0.1,0,0,0.01,0.1
Eidos Interactive,0.06,0.04,0,0.01,0.1
Eidos Interactive,0.04,0.03,0.02,0.01,0.1
Eidos Interactive,0.09,0,0,0.01,0.1
Eidos Interactive,0.04,0.05,0,0.01,0.1
Eidos Interactive,0.07,0.02,0,0,0.09
Eidos Interactive,0.04,0.04,0,0.01,0.09
Eidos Interactive,0.08,0,0,0.01,0.09
Eidos Interactive,0.04,0.03,0,0.01,0.09
Eidos Interactive,0.08,0,0,0.01,0.09
Eidos Interactive,0.05,0.03,0,0.01,0.09
Eidos Interactive,0.06,0.02,0,0.01,0.09
Eidos Interactive,0.04,0.03,0,0.01,0.08
Eidos Interactive,0.07,0,0,0.01,0.08
Eidos Interactive,0.06,0.02,0,0,0.08
Eidos Interactive,0.06,0.02,0,0,0.08
Eidos Interactive,0,0.06,0,0.02,0.08
Eidos Interactive,0.05,0.02,0,0.01,0.08
Eidos Interactive,0.06,0.02,0,0,0.08
Eidos Interactive,0.07,0.01,0,0.01,0.08
Eidos Interactive,0.04,0.02,0,0.01,0.07
Eidos Interactive,0.05,0.02,0,0,0.07
Eidos Interactive,0.03,0.03,0,0.01,0.07
Eidos Interactive,0.04,0.03,0,0,0.07
Eidos Interactive,0.05,0.01,0,0.01,0.07
Eidos Interactive,0.04,0.01,0.01,0,0.06
Eidos Interactive,0.06,0,0,0,0.06
Eidos Interactive,0.03,0.02,0,0.01,0.06
Eidos Interactive,0.05,0,0,0,0.06
Eidos Interactive,0.03,0.02,0,0.01,0.06
Eidos Interactive,0.05,0,0,0,0.06
Eidos Interactive,0.05,0,0,0,0.06
Eidos Interactive,0.03,0.02,0,0.01,0.06
Eidos Interactive,0.04,0.01,0,0,0.06
Eidos Interactive,0.04,0.01,0,0,0.05
Eidos Interactive,0.05,0,0,0,0.05
Eidos Interactive,0,0.05,0,0.01,0.05
Eidos Interactive,0.05,0,0,0,0.05
Eidos Interactive,0.03,0.02,0,0,0.05
Eidos Interactive,0.04,0,0,0,0.05
Eidos Interactive,0.04,0,0,0,0.04
Eidos Interactive,0,0.04,0,0,0.04
Eidos Interactive,0.02,0.02,0,0.01,0.04
Eidos Interactive,0,0.04,0,0,0.04
Eidos Interactive,0.03,0,0,0,0.04
Eidos Interactive,0,0.03,0,0.01,0.04
Eidos Interactive,0,0.03,0,0.01,0.04
Eidos Interactive,0,0.03,0,0.01,0.03
Eidos Interactive,0.03,0.01,0,0,0.03
Eidos Interactive,0.02,0.01,0,0,0.03
Eidos Interactive,0,0.02,0,0,0.03
Eidos Interactive,0,0.02,0,0.01,0.02
Eidos Interactive,0.02,0.01,0,0,0.02
Eidos Interactive,0.02,0,0,0,0.02
Eidos Interactive,0,0.02,0,0,0.02
Eidos Interactive,0,0.01,0,0,0.02
Eidos Interactive,0,0.02,0,0,0.02
Eidos Interactive,0,0.02,0,0,0.02
Eidos Interactive,0.01,0,0,0,0.02
Eidos Interactive,0,0.01,0,0,0.02
Eidos Interactive,0.01,0,0,0,0.02
Eidos Interactive,0,0.01,0,0,0.02
Eidos Interactive,0,0.01,0,0,0.02
Eidos Interactive,0.01,0,0,0,0.02
Eidos Interactive,0.01,0.01,0,0,0.02
Eidos Interactive,0,0.01,0,0,0.01
Eidos Interactive,0,0.01,0,0,0.01
Eidos Interactive,0,0.01,0,0,0.01
Eidos Interactive,0,0.01,0,0,0.01
Eidos Interactive,0,0.01,0,0,0.01
Eidos Interactive,0,0.01,0,0,0.01
Eidos Interactive,0,0.01,0,0,0.01
Edia,0,0,0.07,0,0.07
Edia,0,0,0.02,0,0.02
Ecole,0,0,0.06,0,0.06
Easy Interactive,0,0.02,0,0,0.03
Easy Interactive,0,0.01,0,0,0.02
EA Games,0.07,0.06,0,0.02,0.15
Dusenberry Martin Racing,0.03,0,0,0.01,0.03
Dusenberry Martin Racing,0.02,0,0,0,0.02
DTP Entertainment,0.23,0.04,0,0,0.27
DTP Entertainment,0.18,0.04,0,0.02,0.24
DTP Entertainment,0,0.2,0,0.01,0.22
DTP Entertainment,0,0,0,0.18,0.18
DTP Entertainment,0.14,0.02,0.01,0.01,0.18
DTP Entertainment,0.07,0.07,0.01,0.03,0.17
DTP Entertainment,0.12,0.04,0,0,0.16
DTP Entertainment,0.14,0.01,0,0.01,0.16
DTP Entertainment,0.08,0.05,0,0.01,0.15
DTP Entertainment,0.09,0.03,0,0.01,0.13
DTP Entertainment,0.07,0.04,0,0.02,0.13
DTP Entertainment,0,0.1,0,0.02,0.11
DTP Entertainment,0.1,0,0,0.01,0.11
DTP Entertainment,0.02,0.05,0,0.01,0.09
DTP Entertainment,0.08,0,0,0.01,0.08
DTP Entertainment,0.07,0,0,0.01,0.08
DTP Entertainment,0.05,0.02,0,0.01,0.08
DTP Entertainment,0.04,0.03,0,0.01,0.08
DTP Entertainment,0,0.06,0,0.01,0.08
DTP Entertainment,0.01,0.05,0,0.01,0.08
DTP Entertainment,0.05,0.02,0,0,0.07
DTP Entertainment,0.04,0.01,0,0,0.06
DTP Entertainment,0,0.05,0,0.01,0.06
DTP Entertainment,0,0.04,0,0.01,0.05
DTP Entertainment,0,0.04,0,0.01,0.05
DTP Entertainment,0,0.04,0,0.01,0.05
DTP Entertainment,0,0.04,0,0.01,0.05
DTP Entertainment,0,0.04,0,0.01,0.05
DTP Entertainment,0,0.04,0,0,0.04
DTP Entertainment,0,0.03,0,0,0.04
DTP Entertainment,0,0.03,0,0.01,0.04
DTP Entertainment,0.02,0.01,0,0,0.03
DTP Entertainment,0,0.02,0,0.01,0.03
DTP Entertainment,0,0.02,0,0,0.02
DTP Entertainment,0.01,0.01,0,0,0.02
DTP Entertainment,0,0.02,0,0,0.02
DTP Entertainment,0,0.02,0,0,0.02
DTP Entertainment,0,0.02,0,0,0.02
DTP Entertainment,0,0.02,0,0.01,0.02
DTP Entertainment,0,0.01,0,0,0.02
DTP Entertainment,0.01,0.01,0,0,0.01
DTP Entertainment,0,0.01,0,0,0.01
DTP Entertainment,0,0.01,0,0,0.01
DTP Entertainment,0,0.01,0,0,0.01
DTP Entertainment,0,0.01,0,0,0.01
DSI Games,0.12,0.04,0,0,0.17
DSI Games,0.08,0,0,0.01,0.09
DSI Games,0.04,0,0,0,0.04
DSI Games,0.02,0,0,0,0.02
DSI Games,0.02,0,0,0,0.02
DSI Games,0.01,0,0,0,0.01
DreamWorks Interactive,0.07,0.05,0,0.01,0.13
DreamCatcher Interactive,0.13,0,0,0.01,0.14
DreamCatcher Interactive,0.1,0,0,0.01,0.11
DreamCatcher Interactive,0.1,0,0,0.01,0.1
DreamCatcher Interactive,0.04,0.03,0,0.01,0.09
DreamCatcher Interactive,0.07,0,0,0.01,0.08
DreamCatcher Interactive,0.06,0,0,0,0.06
DreamCatcher Interactive,0.05,0,0,0,0.05
DreamCatcher Interactive,0.05,0,0,0,0.05
DreamCatcher Interactive,0.02,0.02,0,0.01,0.05
DreamCatcher Interactive,0,0.04,0,0.01,0.05
DreamCatcher Interactive,0.03,0.01,0,0,0.04
DreamCatcher Interactive,0.02,0.01,0,0,0.03
DreamCatcher Interactive,0.02,0.01,0,0,0.02
DreamCatcher Interactive,0.02,0,0,0,0.02
DreamCatcher Interactive,0,0.02,0,0,0.02
DreamCatcher Interactive,0.02,0,0,0,0.02
DreamCatcher Interactive,0.02,0,0,0,0.02
dramatic create,0,0,0.03,0,0.03
dramatic create,0,0,0.03,0,0.03
dramatic create,0,0,0.02,0,0.02
dramatic create,0,0,0.02,0,0.02
dramatic create,0,0,0.01,0,0.01
Dorart,0,0,0.02,0,0.02
Dorart,0,0,0.01,0,0.01
Disney Interactive Studios,1.88,0.98,0,0.3,3.16
Disney Interactive Studios,2.06,0.64,0.12,0.22,3.04
Disney Interactive Studios,1.59,0.8,0,0.26,2.65
Disney Interactive Studios,1.38,0.85,0,0.25,2.48
Disney Interactive Studios,1.06,0.91,0,0.23,2.2
Disney Interactive Studios,0.93,0.97,0.02,0.21,2.12
Disney Interactive Studios,1.94,0,0,0,1.94
Disney Interactive Studios,1.06,0.67,0,0.18,1.92
Disney Interactive Studios,0.47,0.08,0,1.33,1.87
Disney Interactive Studios,1.34,0.37,0,0.15,1.86
Disney Interactive Studios,1.16,0.45,0,0.16,1.77
Disney Interactive Studios,1.15,0.44,0,0.14,1.73
Disney Interactive Studios,0.76,0.72,0,0.16,1.64
Disney Interactive Studios,0.64,0.76,0,0.17,1.58
Disney Interactive Studios,1.06,0.37,0,0.15,1.58
Disney Interactive Studios,0.86,0.52,0.01,0.15,1.54
Disney Interactive Studios,1.08,0.28,0,0.13,1.49
Disney Interactive Studios,1.15,0.2,0,0.12,1.47
Disney Interactive Studios,0.96,0.37,0,0.11,1.43
Disney Interactive Studios,0.64,0.63,0,0.14,1.41
Disney Interactive Studios,0.87,0.38,0,0.13,1.39
Disney Interactive Studios,1.24,0.04,0,0.09,1.38
Disney Interactive Studios,0.72,0.44,0.04,0.12,1.32
Disney Interactive Studios,0.68,0.49,0,0.13,1.31
Disney Interactive Studios,0.77,0.31,0,0.12,1.2
Disney Interactive Studios,0.5,0.52,0,0.13,1.15
Disney Interactive Studios,0.62,0.4,0,0.1,1.12
Disney Interactive Studios,0.51,0.42,0,0.17,1.11
Disney Interactive Studios,0.67,0.3,0,0.1,1.07
Disney Interactive Studios,0.54,0.42,0,0.1,1.07
Disney Interactive Studios,0.58,0.37,0,0.09,1.04
Disney Interactive Studios,0.57,0.35,0.02,0.1,1.04
Disney Interactive Studios,0.72,0.23,0,0.08,1.03
Disney Interactive Studios,0.44,0.4,0,0.17,1.02
Disney Interactive Studios,0.48,0.35,0,0.16,1
Disney Interactive Studios,0.36,0.46,0,0.17,0.99
Disney Interactive Studios,0.56,0.33,0,0.08,0.97
Disney Interactive Studios,0.37,0.49,0,0.1,0.96
Disney Interactive Studios,0.46,0.39,0,0.1,0.95
Disney Interactive Studios,0.42,0.33,0,0.14,0.9
Disney Interactive Studios,0.59,0.2,0,0.08,0.87
Disney Interactive Studios,0.6,0.22,0,0.01,0.83
Disney Interactive Studios,0.73,0.03,0,0.06,0.81
Disney Interactive Studios,0.41,0.29,0,0.07,0.78
Disney Interactive Studios,0.54,0.2,0,0.01,0.76
Disney Interactive Studios,0.67,0.03,0,0.06,0.75
Disney Interactive Studios,0.31,0.31,0.01,0.12,0.75
Disney Interactive Studios,0.17,0.41,0,0.15,0.74
Disney Interactive Studios,0.38,0.25,0,0.07,0.7
Disney Interactive Studios,0.5,0.18,0,0.01,0.7
Disney Interactive Studios,0.47,0.17,0,0.05,0.69
Disney Interactive Studios,0.28,0.35,0,0.06,0.69
Disney Interactive Studios,0.21,0.36,0,0.11,0.68
Disney Interactive Studios,0.4,0.22,0,0.06,0.67
Disney Interactive Studios,0.48,0.18,0,0.01,0.67
Disney Interactive Studios,0.27,0.25,0,0.14,0.66
Disney Interactive Studios,0.47,0.17,0,0.01,0.66
Disney Interactive Studios,0.38,0.22,0,0.06,0.65
Disney Interactive Studios,0.32,0.25,0,0.08,0.65
Disney Interactive Studios,0.5,0.11,0,0.05,0.65
Disney Interactive Studios,0.41,0.17,0,0.06,0.64
Disney Interactive Studios,0.3,0.23,0,0.09,0.63
Disney Interactive Studios,0.29,0.28,0,0.06,0.62
Disney Interactive Studios,0.35,0.21,0,0.06,0.62
Disney Interactive Studios,0.39,0.18,0,0.05,0.61
Disney Interactive Studios,0.32,0.23,0,0.06,0.61
Disney Interactive Studios,0.37,0.16,0.01,0.06,0.61
Disney Interactive Studios,0.36,0.19,0,0.05,0.6
Disney Interactive Studios,0.33,0.22,0,0.05,0.6
Disney Interactive Studios,0.32,0.23,0,0.04,0.6
Disney Interactive Studios,0.26,0.24,0,0.1,0.6
Disney Interactive Studios,0.27,0.26,0,0.05,0.58
Disney Interactive Studios,0.37,0.15,0,0.05,0.57
Disney Interactive Studios,0.19,0.31,0,0.06,0.57
Disney Interactive Studios,0.32,0.19,0,0.05,0.56
Disney Interactive Studios,0.27,0.23,0,0.06,0.56
Disney Interactive Studios,0.22,0.23,0,0.09,0.54
Disney Interactive Studios,0.32,0.17,0,0.04,0.54
Disney Interactive Studios,0.27,0.21,0,0.05,0.53
Disney Interactive Studios,0.37,0.11,0,0.04,0.52
Disney Interactive Studios,0.46,0.02,0,0.03,0.52
Disney Interactive Studios,0.37,0.14,0,0.01,0.52
Disney Interactive Studios,0.25,0.19,0,0.06,0.5
Disney Interactive Studios,0.27,0.18,0,0.05,0.5
Disney Interactive Studios,0.28,0.17,0,0.05,0.5
Disney Interactive Studios,0.21,0.2,0,0.08,0.5
Disney Interactive Studios,0.36,0.04,0.04,0.04,0.49
Disney Interactive Studios,0.14,0.25,0,0.08,0.47
Disney Interactive Studios,0.29,0.13,0,0.04,0.47
Disney Interactive Studios,0.33,0.12,0,0.01,0.47
Disney Interactive Studios,0.33,0.12,0,0.01,0.46
Disney Interactive Studios,0.43,0,0,0.03,0.46
Disney Interactive Studios,0.39,0.02,0.01,0.04,0.46
Disney Interactive Studios,0.09,0.02,0,0.34,0.45
Disney Interactive Studios,0.19,0.21,0,0.04,0.44
Disney Interactive Studios,0.2,0.21,0,0.04,0.44
Disney Interactive Studios,0.19,0.2,0,0.05,0.44
Disney Interactive Studios,0.36,0.01,0,0.06,0.43
Disney Interactive Studios,0.39,0.01,0,0.03,0.43
Disney Interactive Studios,0.27,0.1,0,0.05,0.43
Disney Interactive Studios,0.15,0.17,0,0.1,0.43
Disney Interactive Studios,0.24,0.15,0,0.03,0.42
Disney Interactive Studios,0.2,0.16,0,0.05,0.42
Disney Interactive Studios,0.08,0.26,0,0.07,0.4
Disney Interactive Studios,0.2,0.15,0,0.05,0.4
Disney Interactive Studios,0.27,0.07,0,0.04,0.38
Disney Interactive Studios,0.27,0.1,0,0.01,0.38
Disney Interactive Studios,0.31,0.02,0,0.03,0.36
Disney Interactive Studios,0.13,0.18,0,0.04,0.35
Disney Interactive Studios,0.18,0.14,0,0.03,0.35
Disney Interactive Studios,0.3,0.01,0.01,0.03,0.35
Disney Interactive Studios,0.11,0.15,0,0.08,0.34
Disney Interactive Studios,0.17,0.13,0,0.04,0.34
Disney Interactive Studios,0.17,0.13,0,0.04,0.34
Disney Interactive Studios,0.24,0.09,0,0.01,0.34
Disney Interactive Studios,0.1,0.02,0,0.22,0.34
Disney Interactive Studios,0.29,0.02,0,0.03,0.34
Disney Interactive Studios,0.15,0.12,0,0.05,0.33
Disney Interactive Studios,0.24,0.09,0,0.01,0.33
Disney Interactive Studios,0.25,0.04,0,0.02,0.31
Disney Interactive Studios,0.24,0.05,0,0.02,0.31
Disney Interactive Studios,0.18,0.1,0,0.03,0.31
Disney Interactive Studios,0.12,0.12,0,0.07,0.3
Disney Interactive Studios,0.22,0.08,0,0.01,0.3
Disney Interactive Studios,0.28,0,0,0.02,0.3
Disney Interactive Studios,0.17,0.09,0,0.03,0.3
Disney Interactive Studios,0.18,0.08,0,0.02,0.29
Disney Interactive Studios,0.16,0.1,0,0.02,0.29
Disney Interactive Studios,0.25,0.01,0,0.02,0.28
Disney Interactive Studios,0.12,0.02,0,0.14,0.28
Disney Interactive Studios,0.22,0.06,0,0.01,0.28
Disney Interactive Studios,0.12,0.01,0,0.14,0.27
Disney Interactive Studios,0.21,0.05,0,0.01,0.27
Disney Interactive Studios,0.09,0.02,0,0.16,0.26
Disney Interactive Studios,0.17,0.05,0,0.03,0.26
Disney Interactive Studios,0.23,0.01,0,0.02,0.26
Disney Interactive Studios,0.23,0,0,0.02,0.25
Disney Interactive Studios,0.12,0.1,0,0.03,0.25
Disney Interactive Studios,0.18,0.07,0,0,0.25
Disney Interactive Studios,0.18,0.05,0,0.02,0.25
Disney Interactive Studios,0.2,0.03,0,0.02,0.25
Disney Interactive Studios,0.22,0.01,0,0.02,0.25
Disney Interactive Studios,0.13,0.1,0,0.02,0.25
Disney Interactive Studios,0.23,0,0,0.02,0.24
Disney Interactive Studios,0.08,0,0.16,0,0.24
Disney Interactive Studios,0.14,0.07,0.01,0.02,0.24
Disney Interactive Studios,0.16,0.06,0,0.02,0.23
Disney Interactive Studios,0.14,0.06,0,0.03,0.23
Disney Interactive Studios,0.19,0.02,0,0.02,0.23
Disney Interactive Studios,0.11,0.09,0,0.03,0.23
Disney Interactive Studios,0.18,0.03,0,0.02,0.23
Disney Interactive Studios,0.21,0,0,0.02,0.23
Disney Interactive Studios,0.13,0.06,0,0.03,0.22
Disney Interactive Studios,0.14,0.06,0,0.02,0.21
Disney Interactive Studios,0.19,0.01,0,0.02,0.21
Disney Interactive Studios,0.15,0.04,0,0.02,0.21
Disney Interactive Studios,0.16,0.02,0,0.02,0.2
Disney Interactive Studios,0.15,0.04,0,0.01,0.2
Disney Interactive Studios,0.18,0,0,0.01,0.2
Disney Interactive Studios,0.18,0,0,0.01,0.2
Disney Interactive Studios,0.12,0.05,0,0.02,0.19
Disney Interactive Studios,0.17,0,0,0.01,0.19
Disney Interactive Studios,0.15,0.02,0,0.01,0.18
Disney Interactive Studios,0.16,0.01,0,0.01,0.18
Disney Interactive Studios,0.13,0.04,0,0.01,0.18
Disney Interactive Studios,0.12,0.04,0,0.01,0.18
Disney Interactive Studios,0.14,0.02,0,0.01,0.18
Disney Interactive Studios,0.11,0.04,0,0.02,0.17
Disney Interactive Studios,0.14,0.02,0,0.02,0.17
Disney Interactive Studios,0.08,0.06,0,0.02,0.17
Disney Interactive Studios,0.12,0.04,0,0,0.17
Disney Interactive Studios,0.08,0.07,0,0.02,0.17
Disney Interactive Studios,0.11,0.05,0,0.01,0.17
Disney Interactive Studios,0.15,0,0,0.01,0.16
Disney Interactive Studios,0.13,0.01,0,0.02,0.16
Disney Interactive Studios,0.12,0.02,0,0.01,0.15
Disney Interactive Studios,0.11,0.03,0,0.01,0.15
Disney Interactive Studios,0.07,0.06,0,0.02,0.14
Disney Interactive Studios,0,0.11,0,0.03,0.14
Disney Interactive Studios,0.1,0.04,0,0,0.14
Disney Interactive Studios,0.1,0.03,0,0,0.14
Disney Interactive Studios,0.1,0.04,0,0,0.14
Disney Interactive Studios,0.11,0.01,0,0.01,0.13
Disney Interactive Studios,0.09,0.02,0,0.02,0.13
Disney Interactive Studios,0.09,0.03,0,0,0.13
Disney Interactive Studios,0.1,0.01,0,0.01,0.12
Disney Interactive Studios,0.1,0.01,0,0.01,0.12
Disney Interactive Studios,0.11,0,0,0.01,0.12
Disney Interactive Studios,0.1,0.01,0,0.01,0.11
Disney Interactive Studios,0.08,0.03,0,0.01,0.11
Disney Interactive Studios,0.07,0.02,0,0.02,0.11
Disney Interactive Studios,0.1,0,0,0.01,0.11
Disney Interactive Studios,0.1,0,0,0.01,0.11
Disney Interactive Studios,0.09,0,0,0.01,0.1
Disney Interactive Studios,0.01,0.08,0,0.01,0.1
Disney Interactive Studios,0.06,0.02,0,0,0.09
Disney Interactive Studios,0.07,0,0,0.01,0.08
Disney Interactive Studios,0,0,0.08,0,0.08
Disney Interactive Studios,0.04,0.03,0,0.01,0.07
Disney Interactive Studios,0.05,0.01,0,0.01,0.07
Disney Interactive Studios,0.06,0,0,0,0.07
Disney Interactive Studios,0.05,0,0,0.02,0.07
Disney Interactive Studios,0.04,0.01,0,0.01,0.07
Disney Interactive Studios,0.06,0,0,0,0.06
Disney Interactive Studios,0.04,0.02,0,0,0.06
Disney Interactive Studios,0.05,0.01,0,0,0.06
Disney Interactive Studios,0,0.05,0,0,0.06
Disney Interactive Studios,0.04,0.01,0,0,0.06
Disney Interactive Studios,0.03,0.01,0,0,0.04
Disney Interactive Studios,0,0.04,0,0.01,0.04
Disney Interactive Studios,0.01,0.02,0,0,0.04
Disney Interactive Studios,0.01,0.01,0,0,0.03
Disney Interactive Studios,0.02,0,0,0,0.03
Disney Interactive Studios,0,0.02,0,0,0.02
Disney Interactive Studios,0.02,0,0,0,0.02
Disney Interactive Studios,0,0.02,0,0,0.02
Disney Interactive Studios,0.01,0,0,0,0.02
Disney Interactive Studios,0,0,0.02,0,0.02
DigiCube,0,0,0.06,0,0.06
DHM Interactive,0.11,0,0,0.01,0.12
DHM Interactive,0.03,0,0,0,0.04
DHM Interactive,0.02,0,0,0,0.02
Devolver Digital,0,0.02,0,0,0.02
Devolver Digital,0,0.02,0,0,0.02
Detn8 Games,0.21,0,0,0.02,0.23
Destineer,0.52,0,0,0.04,0.55
Destineer,0.35,0,0,0.02,0.37
Destineer,0.27,0,0,0.02,0.29
Destineer,0.14,0.04,0,0.02,0.2
Destineer,0.18,0,0,0.01,0.19
Destineer,0.17,0,0,0.01,0.18
Destineer,0.16,0,0,0.01,0.17
Destineer,0.15,0,0,0.01,0.16
Destineer,0.15,0,0,0.01,0.16
Destineer,0.14,0,0,0.01,0.15
Destineer,0.14,0,0,0.01,0.15
Destineer,0.13,0,0,0.01,0.14
Destineer,0.12,0,0,0.01,0.13
Destineer,0.11,0,0,0.01,0.12
Destineer,0.1,0,0,0.01,0.11
Destineer,0.09,0,0,0.01,0.1
Destineer,0.09,0,0,0.01,0.09
Destineer,0.09,0,0,0.01,0.09
Destineer,0.08,0,0,0.01,0.09
Destineer,0.07,0,0,0.01,0.07
Destineer,0.07,0,0,0,0.07
Destineer,0.06,0,0,0,0.07
Destineer,0.06,0,0,0,0.06
Destineer,0.06,0,0,0,0.06
Destineer,0.06,0,0,0,0.06
Destineer,0.05,0,0,0,0.05
Destineer,0.05,0,0,0,0.05
Destineer,0.05,0,0,0,0.05
Destineer,0.04,0,0,0,0.04
Destineer,0.04,0,0,0,0.04
Destineer,0.03,0,0,0,0.04
Destineer,0.03,0,0,0,0.03
Destineer,0.03,0,0,0,0.03
Destineer,0.01,0.01,0,0,0.03
Destineer,0.02,0,0,0,0.02
Destineer,0.02,0,0,0,0.02
Destineer,0.02,0,0,0,0.02
Destineer,0.02,0,0,0,0.02
Destineer,0.02,0,0,0,0.02
Destineer,0.02,0,0,0,0.02
Destineer,0.01,0,0,0,0.01
Destineer,0.01,0,0,0,0.01
Destineer,0.01,0,0,0,0.01
Destineer,0.01,0,0,0,0.01
Destineer,0.01,0,0,0,0.01
"Destination Software, Inc",0.33,0,0,0.02,0.36
"Destination Software, Inc",0.09,0.03,0,0,0.13
"Destination Software, Inc",0.09,0,0,0.01,0.1
"Destination Software, Inc",0.06,0.02,0,0,0.08
"Destination Software, Inc",0.04,0.01,0,0,0.05
"Destination Software, Inc",0.05,0,0,0,0.05
"Destination Software, Inc",0.03,0,0,0,0.03
"Destination Software, Inc",0.02,0.01,0,0,0.03
"Destination Software, Inc",0.01,0.01,0,0,0.02
"Destination Software, Inc",0.01,0,0,0,0.01
"Destination Software, Inc",0.01,0,0,0,0.01
"Destination Software, Inc",0.01,0,0,0,0.01
Deep Silver,1.48,0.71,0,0.2,2.39
Deep Silver,1.08,0.75,0.15,0.31,2.29
Deep Silver,1.01,0.53,0.01,0.14,1.69
Deep Silver,0.56,0.44,0.09,0.21,1.3
Deep Silver,0.96,0.2,0,0.11,1.27
Deep Silver,0.44,0.27,0.01,0.07,0.79
Deep Silver,0.3,0.15,0.2,0.07,0.72
Deep Silver,0.22,0.3,0.04,0.12,0.68
Deep Silver,0.22,0.23,0.08,0.09,0.62
Deep Silver,0.26,0.2,0.07,0.09,0.62
Deep Silver,0.51,0,0,0.04,0.55
Deep Silver,0.29,0.17,0.04,0.05,0.54
Deep Silver,0.14,0.2,0.03,0.08,0.44
Deep Silver,0.13,0.17,0.03,0.06,0.38
Deep Silver,0.17,0.16,0,0.03,0.36
Deep Silver,0,0.29,0,0.04,0.33
Deep Silver,0.24,0.07,0,0.01,0.32
Deep Silver,0.2,0.06,0.03,0.02,0.32
Deep Silver,0.05,0.19,0.03,0.04,0.31
Deep Silver,0.15,0.13,0,0.03,0.31
Deep Silver,0,0.25,0,0.05,0.3
Deep Silver,0.27,0,0,0.02,0.29
Deep Silver,0.05,0.16,0,0.05,0.26
Deep Silver,0.04,0.14,0.01,0.05,0.24
Deep Silver,0,0.19,0,0.04,0.23
Deep Silver,0.12,0.04,0.05,0.02,0.22
Deep Silver,0.09,0.1,0,0.02,0.22
Deep Silver,0.12,0.07,0,0.03,0.22
Deep Silver,0.07,0.12,0,0.02,0.21
Deep Silver,0.1,0.09,0,0.02,0.2
Deep Silver,0.06,0.11,0,0.02,0.19
Deep Silver,0.07,0.11,0,0.01,0.19
Deep Silver,0.11,0.06,0,0.02,0.19
Deep Silver,0.03,0,0.14,0,0.17
Deep Silver,0.04,0.12,0,0.02,0.17
Deep Silver,0.15,0,0,0.02,0.17
Deep Silver,0.15,0,0,0.01,0.16
Deep Silver,0.11,0.03,0,0.01,0.15
Deep Silver,0.13,0.01,0,0.01,0.15
Deep Silver,0.05,0.08,0,0.01,0.15
Deep Silver,0,0.11,0,0.03,0.14
Deep Silver,0,0.1,0,0.03,0.14
Deep Silver,0.13,0,0,0.01,0.14
Deep Silver,0.06,0.07,0,0.01,0.13
Deep Silver,0.05,0.07,0,0.01,0.12
Deep Silver,0.08,0.02,0.01,0.01,0.12
Deep Silver,0.08,0.02,0,0.02,0.12
Deep Silver,0.08,0.02,0,0.02,0.12
Deep Silver,0.03,0.05,0.02,0.02,0.12
Deep Silver,0,0.1,0,0.02,0.12
Deep Silver,0.02,0.07,0.01,0.02,0.12
Deep Silver,0.09,0.02,0,0.01,0.11
Deep Silver,0.07,0.03,0,0.02,0.11
Deep Silver,0.11,0,0,0.01,0.11
Deep Silver,0.1,0,0,0.01,0.11
Deep Silver,0,0.08,0,0.02,0.1
Deep Silver,0.02,0.06,0,0.02,0.1
Deep Silver,0.07,0,0.01,0.02,0.1
Deep Silver,0.08,0.02,0,0.01,0.1
Deep Silver,0.09,0,0,0.01,0.1
Deep Silver,0.08,0.01,0,0.01,0.1
Deep Silver,0.05,0.04,0,0.01,0.1
Deep Silver,0.07,0.02,0,0.01,0.1
Deep Silver,0,0.08,0,0.01,0.09
Deep Silver,0,0.08,0,0.01,0.09
Deep Silver,0.04,0.01,0.03,0.01,0.09
Deep Silver,0.06,0.02,0,0.01,0.09
Deep Silver,0.01,0.06,0,0.02,0.09
Deep Silver,0.08,0,0,0.01,0.09
Deep Silver,0.03,0.05,0,0.01,0.09
Deep Silver,0.03,0.04,0,0.01,0.08
Deep Silver,0.02,0.06,0,0.01,0.08
Deep Silver,0,0.07,0,0.01,0.08
Deep Silver,0.07,0,0,0.01,0.08
Deep Silver,0.07,0,0,0.01,0.08
Deep Silver,0,0.07,0,0.01,0.08
Deep Silver,0.07,0,0,0.01,0.08
